OT_ID;OT_DT_ID_DataType;OT_NameSingular;OT_NamePlural;OT_DefaultAttributeCaption;OT_Description;OT_ObjectIsAbstract;OT_OTC_ID_Classification;OT_DatabaseId;OT_ExistsOnlyInParentScope;CREATED_BY;CREATED_DATE;CHANGED_BY;CHANGED_DATE;timestamp;OT_IdIsIdentity;OT_OTR_ID_IdObjectTypeRelationship
683;14;Övrig information A;Övrig information A;Övrig information A (visas i utskrift);NULL;1;NULL;DörrID-Övrig info A;0;SAMRUMUser;2010-03-16 17:07:48.043;SAMRUMUser;2010-04-01 17:18:50.670;0x00000000000330AF;0;NULL
686;14;Prisgrupp;Prisgrupper;Prisgrupp;NULL;1;NULL;DörrID-Låskomp-Prislista-Prisgrp;0;SAMRUMUser;2010-03-21 17:24:02.913;SAMRUMUser;2010-03-21 17:44:04.073;0x00000000000325FD;0;NULL
688;14;Låskistetyp;Låskistetyper;Typ av lås;NULL;1;38;DörrID-Låstyp-Låskista-Låskista;0;SAMRUMUser;2010-03-25 18:14:19.520;SAMRUMUser;2015-06-06 15:47:31.547;0x0000000000052EF4;0;NULL
689;14;Benämning slutbleck;Benämningar slutbleck;Benämning slutbleck;Ingår som begrepp i slutblecket;1;39;DörrID-Låstyp-Slutbleck-Benämning;0;SAMRUMUser;2010-03-27 10:48:27.350;SAMRUMUser;2015-06-17 17:33:24.480;0x0000000000053B4E;0;NULL
690;14;Placering komponent;Placeringar komponent;Placering  komponent;NULL;1;57;DörrID-Kortläsarplacering;0;SAMRUMUser;2010-03-27 11:23:30.243;SAMRUMUser;2015-06-17 17:53:02.860;0x0000000000053B77;0;NULL
691;14;Beteckning dubbelcylinder;Beteckning dubbelcylindrar;Beteckning dubbelcylinder;NULL;1;61;DörrID-Låscylinder-Dubbelcylinder;0;SAMRUMUser;2010-03-29 16:52:35.240;SAMRUMUser;2015-06-17 20:18:38.750;0x0000000000053C44;0;NULL
692;14;Uppställlningsmetod;Uppställningsmetod;Uppställningsmetod dörr;NULL;1;60;DörrID-Uppställnmetod dörr;0;SAMRUMUser;2010-04-01 17:51:07.350;SAMRUMUser;2015-06-17 17:59:45.340;0x0000000000053B7E;0;NULL
695;14;Placering dubbelcylinder;Placeringar dubbelcylinder;Placering dubbelcylinder;NULL;1;61;DörrID-Låscylinder-Plac dubbelcyl;0;SAMRUMUser;2010-04-04 10:22:13.373;SAMRUMUser;2015-06-17 20:17:01.060;0x0000000000053C32;0;NULL
697;14;IfcDoorStyleOperationEnum;IfcDoorStyleOperationEnum;Kod;NULL;1;NULL;IFC-IfcDoorStyleOperationEnum;0;SAMRUMUser;2010-04-20 13:59:43.187;SAMRUMUser;2010-04-20 13:59:43.187;0x0000000000034028;0;NULL
699;14;Stödfunktion typrum;Stödfunktioner typrum;Stödfunktion till rummets primära funktion;NULL;1;13;Prg-Verksbeskr-Nyttjare-Typutr-Primär funktion-Stödfunktion;0;SAMRUMUser;2010-05-21 08:27:32.937;SAMRUMUser;2018-03-17 20:28:11.350;0x000000000006FC6E;0;NULL
700;14;Primär funktion typutrymme;Primära funktioner typutrymmen;Primär funktion typutrymme;NULL;1;13;Prg-Verksbeskr-Nyttjare-Typutr-Primär funkt.;0;SAMRUMUser;2010-05-24 08:02:36.740;SAMRUMUser;2018-03-17 20:21:03.793;0x000000000006FC65;0;NULL
701;14;Kortfattade klimatkrav;Kortfattade klimatkrav;Kortfattade klimatkrav;NULL;1;24;Prg-Verksbeskr-Typutr-Kortf.klimatkrav;0;SAMRUMUser;2010-05-24 17:55:45.390;SAMRUMUser;2015-06-06 08:29:12.873;0x0000000000052B8B;0;NULL
702;14;AMA-kod golv;AMA-kod golv;AMA-kod golv;NULL;1;NULL;AMA-kod golv;0;SAMRUMUser;2010-05-25 12:45:27.460;SAMRUMUser;2010-05-25 12:45:27.460;0x000000000003443E;0;NULL
703;14;AMA Plåt;AMA-Plåtkapitlet;AMA Plåtkapitlet;NULL;1;NULL;AMA-Plåtkapitlet;0;SAMRUMUser;2010-05-25 18:51:44.847;SAMRUMUser;2010-05-25 18:51:44.847;0x0000000000034459;0;NULL
704;14;Koder plåt;Koder plåt;AMA-kod plåt;NULL;1;NULL;AMA-Plåtkapitlet-Koder;0;SAMRUMUser;2010-05-25 18:53:18.180;SAMRUMUser;2010-05-25 18:53:18.180;0x000000000003445B;0;NULL
705;14;Avdelningsaktivitet/funktion;Avdelningsaktiviteter/funktioner;Avdelningsaktiviteter/funktioner;NULL;1;13;Prg-Verksbeskr-Nyttjare-Avdelning-Aktiviteter;0;SAMRUMUser;2010-05-27 17:49:14.930;SAMRUMUser;2018-03-17 19:53:39.327;0x000000000006FC29;0;NULL
706;14;Underaktivitet Avdelning;Underaktiviteter Avdelning;Underaktiviteter avdelning;NULL;1;13;Prg-Verksbeskr-Nyttjare-Avdelning-Aktiviteter-Underaktiviteter;0;SAMRUMUser;2010-05-27 17:52:14.047;SAMRUMUser;2018-03-17 19:56:32.173;0x000000000006FC32;0;NULL
707;14;AMA-kod dörr;AMA-koder Dörrar;AMA-koder dörrar;NULL;1;70;AMA-kod Dörrar;0;SAMRUMUser;2010-05-27 18:37:52.047;SAMRUMUser;2015-06-23 14:35:13.940;0x0000000000053DF3;0;NULL
708;14;Funktion passage o säk;Funktioner passage o säk;Funktioner passage o säkerhet;NULL;1;NULL;DörrID-Funktioner passage o säk;0;SAMRUMUser;2010-06-03 09:15:24.583;SAMRUMUser;2010-06-03 09:15:24.583;0x0000000000034608;0;NULL
709;14;Antal typutrymmen;Antal typutrymmen;Id;NULL;1;NULL;Prg-Verksbeskr-AntalTyputrymme i Typutr;1;SAMRUMUser;2010-06-09 10:57:57.040;SAMRUMUser;2010-06-09 13:37:09.483;0x00000000000346B6;1;2579
710;14;Dörrstängare/Dörrautomatik;Dörrstängare/Dörrautomatik;Dörrstängare/Dörrautomatik;NULL;1;NULL;DörrID-Dörrst/automatik;0;SAMRUMUser;2010-06-16 07:45:51.997;SAMRUMUser;2010-06-16 07:45:51.997;0x00000000000346DE;0;NULL
711;14;Benämning Dörrst;Benämning Dörrst;Benämning dörrst/autom.;NULL;1;NULL;DörrID-Dörrst/autom.-Typ;0;SAMRUMUser;2010-06-16 07:47:59.733;SAMRUMUser;2010-06-16 07:47:59.733;0x00000000000346E0;0;NULL
712;14;Dragskåp;Dragskåp;Dragskåp ID;NULL;1;27;Prg-Verksbeskr-Typutr-Dragskåp;1;SAMRUMUser;2010-06-18 13:52:43.343;SAMRUMUser;2015-06-06 08:40:08.857;0x0000000000052BB9;0;NULL
713;14;Dragskåp, anslutna media;Dragskåp, anslutna medier;Anslutna medier;NULL;1;27;Prg-Verksbeskr-Typutr-Dragskåp-Medier;0;SAMRUMUser;2010-06-18 13:54:37.710;SAMRUMUser;2015-06-06 08:44:47.803;0x0000000000052BDF;0;NULL
714;14;Teknisk funktion dragskåp;Tekniska funktioner dragskåp;Tekniska funktioner dragskåp;NULL;1;27;Prg-Verksbeskr-Typutr-Dragskåp-Tekn funktioner;0;SAMRUMUser;2010-06-18 13:55:45.873;SAMRUMUser;2015-06-06 08:46:32.990;0x0000000000052BEE;0;NULL
715;14;Dörrstängningssignal från;Dörrstängningssignaler från;Dörrstängningssignal från;NULL;1;60;DörrID-Stängningssignal;0;SAMRUMUser;2010-06-25 15:12:37.107;SAMRUMUser;2015-06-17 17:58:28.270;0x0000000000053B7B;0;NULL
716;14;Fast inredning, fabr. o beteckn.;Fasta inredningar, fabr. o beteckn.;Lös inredning, fabrikat o beteckning;NULL;1;28;Prg-Verksbeskr-Typutr-EjInstankn inr.-Fabr o bet;0;SAMRUMUser;2010-06-30 12:02:34.723;SAMRUMUser;2015-06-06 15:00:51.053;0x0000000000052E93;0;NULL
717;14;Hämtas från;Hämtas från;Hämtas från;NULL;1;NULL;Hämtas från;1;SAMRUMUser;2010-07-09 11:20:37.437;SAMRUMUser;2010-07-09 11:20:37.437;0x00000000000351BF;0;NULL
718;14;Antal av lös inredning;Antal av lös inredning;Id;NULL;1;NULL;Prg-Verksbeskr-Typutrymme-Antal av lös inredn;1;SAMRUMUser;2010-07-09 12:11:34.110;SAMRUMUser;2010-07-09 12:16:32.607;0x00000000000351EB;1;2624
720;14;Benämn. lös inredning;Benämn. lös inredning;Benämn. lös inredning;NULL;1;NULL;Prg-Verksbeskr-Typutrymme-Lös inredn-Lös inredn.;0;SAMRUMUser;2010-07-09 14:17:20.253;SAMRUMUser;2011-02-24 09:47:27.467;0x000000000003A0BA;0;NULL
721;14;Antal lös-lös inredning;Antal lös-lös inredning;Id;NULL;1;NULL;Prg-Verksbeskr-Typutrymme-Lös inredn-Lös inredn.-Antal;1;SAMRUMUser;2010-07-09 14:18:49.060;SAMRUMUser;2010-07-09 15:39:31.710;0x0000000000035289;1;2635
722;14;Inredningstyp A;Inredningstyper A;Inredningstyp A;NULL;1;11;Prg-Verksbeskr-Typutrymme-Lös inredn-Inredningstyp;1;SAMRUMUser;2010-07-09 15:26:12.880;SAMRUMUser;2010-07-15 15:04:59.267;0x00000000000354A8;0;NULL
723;14;Liggenhet;Liggenheter;Id;Liggenhet;1;11;Prg-Verksbeskr-Typutrymme-Lös inredn-Antal liggenh.;1;SAMRUMUser;2010-07-09 16:10:05.910;SAMRUMUser;2010-07-15 15:03:33.740;0x00000000000354A0;1;2646
724;14;Benämn liggenhet;Benämn liggenheter;Liggenhet;NULL;1;11;Prg-Verksbeskr-Typutrymme-Lös inredn-Liggenh.;0;SAMRUMUser;2010-07-09 16:11:02.747;SAMRUMUser;2010-07-15 15:05:41.420;0x00000000000354AB;0;NULL
725;14;Benämning sittenhet;Benämning sittenheter;Benämning sittenhet;NULL;1;11;Prg-Verksbeskr-Typutrymme-Lös inredn-Sittenheter;0;SAMRUMUser;2010-07-11 18:01:26.020;SAMRUMUser;2010-07-15 15:06:26.127;0x00000000000354AF;0;NULL
726;14;Benämn. bordsenhet;Benämn. bordsenheter;Bordsenhet;NULL;1;11;Prg-Verksbeskr-Typutrymme-Lös inredn-Bordsenheter;0;SAMRUMUser;2010-07-11 18:05:47.093;SAMRUMUser;2010-07-15 15:04:18.097;0x00000000000354A4;0;NULL
727;14;Antal av bordsenheter;Antal av bordsenheter;Id;Bordsenheter;1;11;Prg-Verksbeskr-Typutrymme-Lös inredn-Antal av bordsenh;0;SAMRUMUser;2010-07-11 18:10:44.680;SAMRUMUser;2010-07-15 15:02:10.010;0x0000000000035498;1;2653
728;14;Antal av sittenheter;Antal av sittenheter;Id;NULL;1;11;Prg-Verksbeskr-Typutrymme-Lös inredn-Antal av sittenh.;0;SAMRUMUser;2010-07-11 18:18:05.883;SAMRUMUser;2010-07-15 15:02:52.067;0x000000000003549C;1;2655
729;14;Sanitetsutrustning;Sanitetsutrustningar;Sanitetsutrustning;NULL;1;31;Prg-Verksbeskr-Typutrymme-Sanitetsutr.;0;SAMRUMUser;2010-07-12 07:56:10.850;SAMRUMUser;2015-06-06 08:49:51.920;0x0000000000052BF5;0;NULL
730;14;Krav armaturtyp;Krav armaturtyper;Armaturtyper;NULL;1;26;Prg-Verksbeskr-Typutrymme-Armaturtyper;0;SAMRUMUser;2010-07-12 08:38:28.860;SAMRUMUser;2015-06-06 08:30:51.910;0x0000000000052B92;0;NULL
731;14;Typ av armatur;Typ av armatur;Armaturtyp;NULL;1;26;Prg-Verksbeskr-Typutrymme-Armaturtyper-Typ av armatur;0;SAMRUMUser;2010-07-12 08:42:23.433;SAMRUMUser;2015-06-06 08:33:30.410;0x0000000000052BAA;0;NULL
732;14;Test sittenheter;Test sittenheter;Test antal sittenheter;NULL;1;NULL;Prg-Verksbeskr-Typutrymme-Test antal sittenheter;1;SAMRUMUser;2010-07-12 09:51:23.917;SAMRUMUser;2010-07-12 09:51:54.870;0x0000000000035410;0;NULL
733;14;Test antal;Test antal;Test antal;NULL;1;NULL;Prg-Verksbeskr-Typutrymme-Test antal sittenheter-Antal;1;SAMRUMUser;2010-07-12 09:52:51.390;SAMRUMUser;2010-07-12 09:52:51.390;0x0000000000035412;0;NULL
734;14;Test sitt;Test sitt;Test sitt;NULL;1;NULL;Prg-Verksbeskr-Typutrymme-Test sittenheter;1;SAMRUMUser;2010-07-12 10:47:19.397;SAMRUMUser;2010-07-12 10:47:19.397;0x000000000003543E;0;NULL
735;14;Dokumenthuvud;Dokumenthuvud;Dokumenthuvud;NULL;1;1090;Generellt-Dokumenthuvud;0;SAMRUMUser;2010-07-13 14:30:58.757;SAMRUMUser;2017-02-23 12:11:32.030;0x0000000000067BD0;0;NULL
736;14;Företagsredovisning;Företagsredovisning;Företagsredovisning;NULL;1;1090;Generellt-Dokumenthuvud-Företagsredov;0;SAMRUMUser;2010-07-13 14:34:09.217;SAMRUMUser;2017-02-23 12:12:33.857;0x0000000000067BD6;0;NULL
737;14;Projektredovisning;Projektredovisning;Projektredovisning;NULL;1;1090;Generellt-Dokumenthuvud-Projektredovisn.;0;SAMRUMUser;2010-07-13 15:17:28.593;SAMRUMUser;2017-02-23 12:13:21.210;0x0000000000067BDC;0;NULL
738;14;Krav styrteknisk funktion;Krav styrtekniska funktioner;Styrtekniska funktioner;NULL;1;36;Prg-Verksbeskr-Typutrymme-Styrtekn. funkt;0;SAMRUMUser;2010-07-15 21:23:50.617;SAMRUMUser;2015-06-06 15:39:13.643;0x0000000000052ED9;0;NULL
739;14;Brandkrav beslagning;Brandkrav beslagningar;Brandkrav beslagning;NULL;1;60;DörrID-Brandkrav beslagning;0;SAMRUMUser;2010-07-16 13:16:54.317;SAMRUMUser;2015-06-17 18:04:16.827;0x0000000000053B8C;0;NULL
740;14;Cylinderbehör;Cylinderbehör;Cylinderbehör;NULL;1;40;DörrID-Låstyp-Cylinderbehör;0;SAMRUMUser;2010-07-19 07:28:40.797;SAMRUMUser;2015-06-06 16:02:06.410;0x0000000000052F77;0;NULL
741;14;Funktion återinrymning;Funktioner återinrymning;Funktion återinrymning;NULL;1;60;DörrID-Funktion återinrymning;0;SAMRUMUser;2010-07-19 12:28:30.017;SAMRUMUser;2015-06-17 20:32:04.517;0x0000000000053C82;0;NULL
742;14;IFC-DörrID;IFC-DörrID;DörrID;För test av IFC-funktioner;1;NULL;IFCtest-DörrID;0;SAMRUMUser;2010-07-19 15:45:07.183;SAMRUMUser;2010-07-19 15:48:50.930;0x00000000000357FC;0;NULL
743;14;IFC Rumsnummer;IFC Rumsnummer;Rumsnummer;För test vid IFC-import;1;NULL;IFCtest-Rumsnummer;0;SAMRUMUser;2010-07-19 15:47:52.077;SAMRUMUser;2010-07-19 15:50:01.530;0x00000000000357FF;0;NULL
744;14;IFC ritning;IFC ritningar;IFC ritningar;NULL;1;NULL;IFCtest-Ritning;0;SAMRUMUser;2010-07-29 09:55:07.360;SAMRUMUser;2010-07-30 16:04:36.147;0x0000000000036648;0;NULL
745;14;Låsklass;Låsklasser;Låsklass;NULL;1;NULL;DörrID-Krav låsklass;0;SAMRUMUser;2010-07-29 12:37:17.010;SAMRUMUser;2010-07-29 12:37:17.010;0x0000000000036223;0;NULL
746;14;Krav antal passager/dygn;Krav antal passager/dygn;Krav antal passager/dygn;NULL;1;NULL;DörrID-Krav passager/dygn;0;SAMRUMUser;2010-07-30 10:39:25.373;SAMRUMUser;2010-07-30 10:39:25.373;0x00000000000364D2;0;NULL
747;14;Gemens. funktion/funktionsgrupp;Gemens. funktion/funktionsgrupp;Gemens. funktion/funktionsgrupp;NULL;0;NULL;Gem. funktioner-Grupp;0;SAMRUMUser;2010-08-02 13:00:43.803;SAMRUMUser;2010-08-03 17:35:29.457;0x000000000003674F;0;NULL
748;14;SBA Provningsprotokoll;SBA Provningsprotokoll;SBA Provningsprotokoll;NULL;1;NULL;SBA-Provn gemens. funktioner-Protokoll;1;SAMRUMUser;2010-08-03 10:27:57.270;SAMRUMUser;2010-08-03 17:43:19.720;0x0000000000036759;0;NULL
749;14;Provning år;Provningar år;Provning år;NULL;0;NULL;SBA-Provn gemens. funktioner-År;0;SAMRUMUser;2010-08-03 11:27:11.133;SAMRUMUser;2010-08-03 12:14:40.650;0x000000000003672B;0;NULL
750;14;Ansvarig egenprovn funkt.-kedja;Ansvarig egenprovn funkt.-kedja;Ansvarig för egenpr.;NULL;1;NULL;Gem. funktioner-Enskilda-Ansvarig egenpr;0;SAMRUMUser;2010-08-04 09:22:39.430;SAMRUMUser;2010-09-07 09:36:28.977;0x0000000000037220;0;NULL
751;14;Kulör dörrstängare;Kulörer dörrstängare;Kulör dörrstängare;NULL;1;37;DörrID-Dörrstängare ant o fabr-Kulör;0;SAMRUMUser;2010-08-05 15:21:19.400;SAMRUMUser;2015-06-17 18:08:28.697;0x0000000000053BB3;0;NULL
752;14;Larmsändningssystem;Larmsändningssystem;Larmsändningssystem;NULL;1;NULL;HissID-Larmsändningssystem;0;SAMRUMUser;2010-08-06 07:54:02.593;SAMRUMUser;2010-08-06 07:54:02.593;0x0000000000036B03;0;NULL
753;14;SBA-Dörrar;SBA-Dörrar;SBA-Dörrar;NULL;0;NULL;SBA-Dörrar;1;SAMRUMUser;2010-08-06 09:56:20.487;SAMRUMUser;2010-08-06 09:57:08.670;0x0000000000036BEF;0;NULL
754;14;Dörrservice ID;Dörrservice ID;Dörrservice ID;NULL;0;NULL;DörrID-DörrserviceID;1;SAMRUMUser;2010-08-06 10:22:16.477;SAMRUMUser;2010-08-06 10:22:16.477;0x0000000000036C03;0;NULL
755;14;Dörrbenämning;Dörrbenämningar;Dörrbenämning;NULL;1;NULL;IFCtest-Dörrbenämning;0;SAMRUMUser;2010-08-15 08:08:09.453;SAMRUMUser;2010-08-15 08:08:09.453;0x0000000000036C67;0;NULL
756;14;Dörrbredd IFC;Dörrhöjder IFC;Dörrhöjd;NULL;1;NULL;IFCtest-Dörrbredd;0;SAMRUMUser;2010-08-15 08:09:35.310;SAMRUMUser;2010-08-15 08:09:35.310;0x0000000000036C69;0;NULL
757;14;Dörrhängning IFC;Dörrhängningar IFC;Dörrhängning;NULL;1;NULL;IFCtest-Hängning;0;SAMRUMUser;2010-08-15 08:27:29.990;SAMRUMUser;2010-08-15 08:27:29.990;0x0000000000036C7D;0;NULL
758;14;Dörrhöjd IFC;Dörrhöjd IFC test;Dörrhöjd;NULL;1;NULL;IFCtest-Dörrhöjd;0;SAMRUMUser;2010-08-15 08:29:27.313;SAMRUMUser;2010-08-15 08:29:27.313;0x0000000000036C7F;0;NULL
759;14;SBA Provning brandteknisk funktion;SBA Provning brandtekniska funktioner;SBA Provn brandteknisk funktion;NULL;0;NULL;SBA-Provn. brandtekn. funkt.;1;SAMRUMUser;2010-08-15 17:26:51.453;SAMRUMUser;2010-08-15 17:30:06.080;0x0000000000036E8B;0;NULL
760;14;Provningsprotokoll brandtekn funktion;Provningsprotokoll brandtekn funktioner;Provn.-protokoll brandtekn funktioner;NULL;1;NULL;SBA-Provn brandtekn funktioner-Protokoll;1;SAMRUMUser;2010-08-15 17:46:05.030;SAMRUMUser;2010-08-15 17:46:05.030;0x0000000000036E98;0;NULL
761;14;Provn brandtekn funktioner år;Provn brandtekn funktioner år;Provningar brandtekn funktioner år;NULL;0;NULL;SBAprovning-Brandtekn funkt-År;0;SAMRUMUser;2010-08-15 18:08:15.213;SAMRUMUser;2010-08-15 18:27:53.430;0x0000000000036EBD;0;NULL
762;14;Övrig styrning;Övriga styrningar;Övrig styrning;NULL;1;NULL;Gem.funkt.-Övriga styrningar;0;SAMRUMUser;2010-08-23 16:40:53.190;SAMRUMUser;2010-08-23 16:40:53.190;0x0000000000037023;0;NULL
763;14;Krav sprinklertyp;Krav sprinklertyper;Krav sprinklertyp;NULL;1;30;Prg-Verksbeskr-Typutr.-Krav sprinklertyp;0;SAMRUMUser;2010-08-23 22:00:15.087;SAMRUMUser;2015-06-06 08:57:40.427;0x0000000000052C15;0;NULL
764;14;Krav sprinklerklass;Krav sprinklerklasser;Krav sprinklerklass;NULL;1;30;Prg-Verksbeskr-Typutr.-Krav sprinklerklass;0;SAMRUMUser;2010-08-23 22:03:48.453;SAMRUMUser;2015-06-06 08:57:00.260;0x0000000000052C11;0;NULL
765;14;Krav brandklass;Krav brandklasser;Krav brandklass;NULL;1;30;Prg-Verksbeskr-Typutr.-Krav brandklass;0;SAMRUMUser;2010-08-24 10:37:46.670;SAMRUMUser;2015-06-06 08:58:12.063;0x0000000000052C19;0;NULL
766;14;Krav säkerhet;Krav säkerhet;Krav säkerhet;NULL;1;8;Prg-Verksbeskr-Typutr.-Krav säkerhet;0;SAMRUMUser;2010-08-24 11:19:59.457;SAMRUMUser;2015-06-06 18:41:09.437;0x0000000000052FA6;0;NULL
767;14;Krav golvmaterial;Krav golvmaterial;Krav golvmaterial;NULL;1;23;Prg-Verksbeskr-Typutr.-Krav golvmaterial;0;SAMRUMUser;2010-08-24 11:34:03.133;SAMRUMUser;2015-06-06 08:09:52.960;0x0000000000052B2E;0;NULL
768;14;Krav golvsockel;Krav golvsockel;Krav golvsockel;NULL;1;23;Prg-Verksbeskr-Typutr.-Krav golvsockel;0;SAMRUMUser;2010-08-24 11:45:04.830;SAMRUMUser;2015-06-06 08:08:56.593;0x0000000000052B2A;0;NULL
769;14;Krav väggmaterial;Krav väggmaterial;Krav väggmaterial;NULL;1;23;Prg-Verksbeskr-Typutr.-Krav väggmaterial;0;SAMRUMUser;2010-08-24 17:53:08.887;SAMRUMUser;2015-06-06 08:19:35.907;0x0000000000052B69;0;NULL
770;14;Krav tak;Krav tak;Krav tak;NULL;1;23;Prg-Verksbeskr-Typutr.-Krav tak;0;SAMRUMUser;2010-08-24 18:21:52.747;SAMRUMUser;2015-06-06 08:19:06.180;0x0000000000052B65;0;NULL
771;14;Krav golvbrunn;Krav golvbrunnar;Krav golvbrunn;NULL;1;31;Prg-Verksbeskr-Typutr.-Krav golvbrunnar;0;SAMRUMUser;2010-08-24 18:53:18.780;SAMRUMUser;2015-06-06 08:51:45.917;0x0000000000052C02;0;NULL
772;14;Krav brand o utrymn.larm;Krav brand o utrymningslarm;Krav brand o utr.-larm;NULL;1;30;Prg-Verksbeskr-Typutrymme-Krav Brand- o utrymningslarm;0;SAMRUMUser;2010-08-24 20:15:01.547;SAMRUMUser;2015-06-06 08:56:26.510;0x0000000000052C0D;0;NULL
773;14;Brand/Brandgasspjäll;Brand/Brandgasspjäll;Brand/Brandgasspjäll;NULL;0;NULL;Vent-Brand/BrandgasspjällID;0;SAMRUMUser;2010-09-06 13:16:23.963;SAMRUMUser;2023-03-17 14:04:04.117;0x00000000000841A2;0;NULL
774;14;Brand/Brandgasfläkt;Brand/Brandgasfläktar;Brand/Brandgasfläkt;NULL;1;NULL;Vent-Brand/BrandgasfläktarID;0;SAMRUMUser;2010-09-06 13:31:57.130;SAMRUMUser;2023-03-17 14:02:41.190;0x000000000008418E;0;NULL
775;14;Funktion vid brand;Funktioner vid brand;Funktion vid brand;NULL;1;NULL;Brand-Brandfunktion-Funktion vid brand;0;SAMRUMUser;2010-09-06 13:37:39.030;SAMRUMUser;2010-09-06 13:37:39.030;0x000000000003713A;0;NULL
776;14;Dörrgrupp lås upp;Dörrgrupper lås upp;Dörrgrupp lås upp;NULL;0;NULL;Brandskydd-Brandfunkt.-Dörrgr lås upp;0;SAMRUMUser;2010-09-06 15:40:33.337;SAMRUMUser;2010-09-06 15:44:58.820;0x00000000000371A8;0;NULL
777;14;Funktion provad;Funktion provad;Funktion provad;NULL;1;NULL;DörrID-Brandfunktion-Provning;1;SAMRUMUser;2010-09-06 17:06:59.533;SAMRUMUser;2010-09-06 17:06:59.533;0x00000000000371F6;0;NULL
778;14;Sprinklersektion;Sprinklersektioner;Sprinklersektion;NULL;0;NULL;Sprinkler-SprinklersektionerID;0;SAMRUMUser;2010-09-06 21:35:23.503;SAMRUMUser;2023-03-17 13:59:40.850;0x000000000008417F;0;NULL
780;14;Funktion rökgasförbigång;Funktioner rökgasförbigång;Funktion rökgasförbigång;NULL;1;NULL;Vent-Luftbehaggr-Brand-Funkt rökgförbigång;0;SAMRUMUser;2010-09-08 13:39:48.277;SAMRUMUser;2010-09-08 13:39:48.277;0x0000000000037231;0;NULL
781;14;Exempel samlad erfarenhet;Exempel samlad erfarenhet;Erfarenhetsexempel;NULL;1;NULL;Brandskydd-Brandfunktion-Exempel;0;SAMRUMUser;2010-09-09 15:19:15.133;SAMRUMUser;2010-09-09 15:37:21.850;0x0000000000037295;0;NULL
782;14;Erfarenhetsexempel;Erfarenhetsexempel;Erfarenhetsexempel;NULL;1;NULL;Brandskydd-Brandfunktion-Exempel-Exempel;0;SAMRUMUser;2010-09-09 15:21:21.930;SAMRUMUser;2010-09-09 15:21:21.930;0x000000000003728A;0;NULL
783;14;Lös inredning, specifik info;Prg-Verksbeskr-Typutrymme-Lös inredn;Specifik info, i detta utrymme;NULL;1;NULL;Prg-Verksbeskr-Typutrymme-Lös inredn-Spec. info;1;SAMRUMUser;2010-09-15 06:34:09.697;SAMRUMUser;2010-09-15 06:34:09.697;0x0000000000037E93;0;NULL
784;14;Fast, ej inst.ankn inredn, specifik info;Fast, ej inst.ankn inredn, specifik info;Specifik info, denna post;NULL;1;28;Prg-Verksbeskr-Typutr-EjInstankn inr-Specifik info;1;SAMRUMUser;2010-09-15 19:14:28.097;SAMRUMUser;2015-06-06 15:04:07.427;0x0000000000052EA0;0;NULL
785;14;Dokument fast, ej inst.ankn inredning;Dokument fast, ej inst.ankn inredning;Dokument fast inredning;NULL;1;28;Prg-Verksbeskr-Typutr-EjInstankn inr-Dok;0;SAMRUMUser;2010-09-15 19:36:34.410;SAMRUMUser;2015-06-06 15:02:19.877;0x0000000000052E97;0;NULL
786;14;Inst.ankn inredn. specifik info;Inst.ankn inredn. specifik info;Inst.ankn inredn. specifik info;NULL;1;NULL;Prg-Verksbeskr-Typutr-Instankn inr-Specifik info;1;SAMRUMUser;2010-09-15 19:58:45.850;SAMRUMUser;2010-09-15 20:08:28.410;0x0000000000037EFE;0;NULL
787;14;Dokumentation dragskåp;Dokumentation dragskåp;Dokumentation dragskåp;NULL;1;27;Prg-Verksbeskr-Typutr-Dragskåp-Dok.;0;SAMRUMUser;2010-09-15 20:23:27.860;SAMRUMUser;2015-06-06 08:42:13.903;0x0000000000052BCB;0;NULL
789;14;Brandskyddsdokumentation;Brandskyddsdokumentation;Brandskyddsdokumentation;NULL;1;12;Brandskyddsdokumentation;0;SAMRUMUser;2010-10-04 12:53:53.250;SAMRUMUser;2010-10-04 13:07:05.150;0x0000000000037FF0;0;NULL
790;14;Bakgrund;Bakgrunder;Bakgrund;NULL;1;12;Brandskyddsdok.-Bakgrund;0;SAMRUMUser;2010-10-04 12:55:37.043;SAMRUMUser;2010-10-04 13:07:51.533;0x0000000000037FF3;0;NULL
791;14;Funktion räddningstjänst;Funktioner räddningstjänsten;Funktion räddningstjänsten;NULL;1;12;Brandskyddsdok.-Räddn.tj funktion;0;SAMRUMUser;2010-10-06 21:10:56.097;SAMRUMUser;2010-10-06 21:10:56.097;0x0000000000037FF7;0;NULL
792;14;Utrymning;Utrymning;Utrymning;NULL;1;12;Brandskyddsdok.-Utrymning;0;SAMRUMUser;2010-10-06 21:13:50.560;SAMRUMUser;2010-10-06 21:13:50.560;0x0000000000037FFD;0;NULL
793;14;Huvudrubrik;Huvudrubriker;Huvudrubrik;NULL;1;12;Brandskyddsdok.-Huvudrubrik;0;SAMRUMUser;2010-10-12 20:05:56.577;SAMRUMUser;2010-10-12 20:05:56.577;0x0000000000038E29;0;NULL
794;14;Underrubrik;Underrubriker;Underrubrik och text;NULL;1;12;Brandskyddsdok.-Huvudrubrik-Underrubrik;0;SAMRUMUser;2010-10-12 20:07:33.363;SAMRUMUser;2010-10-12 20:12:38.163;0x0000000000038E36;0;NULL
