OTM_ID;OTM_OT_ID_ObjectType;OTM_PMO_ID_Module;OTM_AllowEdit;OTM_ShowObjectTypeAsRoot;OTM_AllowInsert;CREATED_BY;CREATED_DATE;CHANGED_BY;CHANGED_DATE;timestamp;OTM_IsMainObjectType
807;161;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x000000000000746F;0
808;162;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x0000000000007470;0
810;164;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x0000000000007472;0
811;157;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x0000000000007473;0
812;156;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x0000000000007474;0
813;155;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x0000000000007475;0
814;165;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x0000000000007476;0
815;128;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x0000000000007477;0
817;146;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x0000000000007479;0
818;152;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x000000000000747A;0
819;148;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x000000000000747B;0
822;147;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x000000000000747E;0
823;129;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x000000000000747F;0
824;135;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x0000000000007480;0
825;125;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x0000000000007481;0
828;123;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x0000000000007484;0
829;130;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x0000000000007485;0
830;131;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x0000000000007486;0
831;124;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x0000000000007487;0
835;163;32;1;0;1;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;SITS1\daniel.gidlof;2007-03-19 10:14:24.950;0x000000000000748B;0
1143;312;65;1;1;1;SAMRUMDev;2007-11-04 15:42:37.733;SAMRUMDev;2007-11-04 15:42:37.733;0x000000000001113B;0
1144;311;65;1;1;1;SAMRUMDev;2007-11-04 15:45:11.733;SAMRUMDev;2007-11-04 15:45:11.733;0x0000000000011140;0
1235;210;32;1;0;1;SAMRUMDev;2007-12-23 20:32:33.380;SAMRUMDev;2007-12-23 20:32:33.380;0x0000000000013604;0
1344;370;75;1;0;1;SAMRUMDev;2008-05-01 19:05:35.403;SAMRUMDev;2008-05-01 19:05:35.403;0x000000000001595C;0
1348;369;77;0;1;0;SAMRUMDev;2008-05-01 20:33:18.717;SAMRUMDev;2008-05-01 20:33:18.717;0x000000000001599F;0
1349;369;75;1;0;1;SAMRUMDev;2008-05-01 20:33:18.717;SAMRUMDev;2008-05-01 20:33:18.717;0x00000000000159A0;0
1352;373;77;1;1;1;SAMRUMDev;2008-05-02 07:48:23.670;SAMRUMDev;2008-05-02 07:48:23.670;0x0000000000015A26;0
1354;372;77;1;0;1;SAMRUMDev;2008-05-02 08:08:17.170;SAMRUMDev;2008-05-02 08:08:17.170;0x0000000000015A35;0
1360;376;79;1;1;1;SAMRUMDev;2008-05-02 09:11:27.170;SAMRUMDev;2008-05-02 09:11:27.170;0x0000000000015A89;0
1363;374;77;1;0;1;SAMRUMDev;2008-05-02 11:01:28.670;SAMRUMDev;2008-05-02 11:01:28.670;0x0000000000015BE8;0
1365;379;75;1;1;1;SAMRUMDev;2008-05-02 11:13:27.013;SAMRUMDev;2008-05-02 11:13:27.013;0x0000000000015BFB;0
1366;380;75;1;1;1;SAMRUMDev;2008-05-02 11:15:33.107;SAMRUMDev;2008-05-02 11:15:33.107;0x0000000000015BFD;0
1384;384;79;1;0;1;SAMRUMDev;2008-05-02 20:17:35.653;SAMRUMDev;2008-05-02 20:17:35.653;0x0000000000015DB3;0
1385;385;79;1;0;1;SAMRUMDev;2008-05-02 20:19:56.403;SAMRUMDev;2008-05-02 20:19:56.403;0x0000000000015DBB;0
1392;388;73;1;0;1;SAMRUMDev;2008-05-03 18:09:43.187;SAMRUMDev;2008-05-03 18:09:43.187;0x0000000000015E10;0
1407;395;78;1;1;1;SAMRUMDev;2008-05-03 21:55:31.797;SAMRUMDev;2008-05-03 21:55:31.797;0x0000000000015ED6;0
1433;399;78;1;1;1;SAMRUMDev;2008-05-09 15:25:31.473;SAMRUMDev;2008-05-09 15:25:31.473;0x0000000000016423;0
1459;405;82;1;1;1;SAMRUMUser;2008-05-19 19:14:28.680;SAMRUMUser;2008-05-19 19:14:28.680;0x0000000000019AF1;0
1470;409;88;1;1;1;SAMRUMUser;2008-05-19 20:19:50.010;SAMRUMUser;2008-05-19 20:19:50.010;0x0000000000019BD3;0
1473;411;82;1;0;1;SAMRUMUser;2008-05-19 20:33:47.000;SAMRUMUser;2008-05-19 20:33:47.000;0x0000000000019C0E;0
1474;412;82;1;1;1;SAMRUMUser;2008-05-19 20:37:47.483;SAMRUMUser;2008-05-19 20:37:47.483;0x0000000000019C1B;0
1549;437;93;1;0;1;SAMRUMUser;2008-07-11 14:23:07.520;SAMRUMUser;2008-07-11 14:23:07.520;0x000000000001B9BD;0
1551;438;93;1;0;1;SAMRUMUser;2008-07-11 14:27:58.210;SAMRUMUser;2008-07-11 14:27:58.210;0x000000000001B9C9;0
1552;440;94;1;1;1;SAMRUMUser;2008-08-05 15:42:25.647;SAMRUMUser;2008-08-05 15:42:25.647;0x000000000001BB53;0
1595;448;83;1;0;1;SAMRUMUser;2008-08-31 19:53:32.923;SAMRUMUser;2008-08-31 19:53:32.923;0x000000000001C370;0
1615;453;81;1;1;1;SAMRUMUser;2008-09-06 21:58:07.673;SAMRUMUser;2008-09-06 21:58:07.673;0x000000000001C5C3;0
1707;464;107;1;1;1;SAMRUMUser;2008-10-13 20:29:47.040;SAMRUMUser;2008-10-13 20:29:47.040;0x000000000002059A;0
1709;253;32;1;0;1;SAMRUMUser;2008-10-19 20:32:04.013;SAMRUMUser;2008-10-19 20:32:04.013;0x0000000000021280;0
1710;252;32;1;0;1;SAMRUMUser;2008-10-19 20:32:31.343;SAMRUMUser;2008-10-19 20:32:31.343;0x0000000000021283;0
1730;457;103;1;0;1;SAMRUMUser;2008-11-07 20:26:28.790;SAMRUMUser;2008-11-07 20:26:28.790;0x0000000000022CDF;0
1752;458;103;1;0;1;SAMRUMUser;2008-11-21 18:30:34.547;SAMRUMUser;2008-11-21 18:30:34.547;0x00000000000237D2;0
1781;476;109;0;1;0;SAMRUMUser;2008-11-23 19:48:41.703;SAMRUMUser;2008-11-23 19:48:41.703;0x0000000000023B31;0
1782;476;76;1;1;1;SAMRUMUser;2008-11-23 19:48:41.703;SAMRUMUser;2008-11-23 19:48:41.703;0x0000000000023B32;0
1790;481;109;0;1;0;SAMRUMUser;2008-11-23 20:08:16.853;SAMRUMUser;2008-11-23 20:08:16.853;0x0000000000023B54;0
1791;481;76;1;1;1;SAMRUMUser;2008-11-23 20:08:16.853;SAMRUMUser;2008-11-23 20:08:16.853;0x0000000000023B55;0
1792;480;109;0;1;0;SAMRUMUser;2008-11-23 20:25:25.130;SAMRUMUser;2008-11-23 20:25:25.130;0x0000000000023B5C;0
1793;480;76;1;1;1;SAMRUMUser;2008-11-23 20:25:25.130;SAMRUMUser;2008-11-23 20:25:25.130;0x0000000000023B5D;0
1837;487;32;1;0;1;SAMRUMUser;2008-12-03 09:06:49.907;SAMRUMUser;2008-12-03 09:06:49.907;0x00000000000247C1;0
1888;504;103;1;1;1;SAMRUMUser;2009-01-08 20:13:56.287;SAMRUMUser;2009-01-08 20:13:56.287;0x00000000000274EB;0
1889;504;104;0;1;0;SAMRUMUser;2009-01-08 20:13:56.287;SAMRUMUser;2009-01-08 20:13:56.287;0x00000000000274EC;0
1905;509;32;1;0;1;SAMRUMUser;2009-02-02 09:32:17.657;SAMRUMUser;2009-02-02 09:32:17.657;0x0000000000027D6F;0
1916;516;112;1;0;1;SAMRUMUser;2009-02-11 20:49:21.323;SAMRUMUser;2009-02-11 20:49:21.323;0x00000000000284A6;0
1954;515;98;1;0;1;SAMRUMUser;2009-02-22 18:13:20.693;SAMRUMUser;2009-02-22 18:13:20.693;0x0000000000029640;0
1967;527;32;1;0;1;SAMRUMUser;2009-03-08 14:02:09.953;SAMRUMUser;2009-03-08 14:02:09.953;0x0000000000029A38;0
1968;529;32;1;0;1;SAMRUMUser;2009-03-08 14:04:38.300;SAMRUMUser;2009-03-08 14:04:38.300;0x0000000000029A3B;0
1979;144;32;1;0;1;SAMRUMUser;2009-03-16 17:18:07.913;SAMRUMUser;2009-03-16 17:18:07.913;0x000000000002A535;0
2016;500;98;1;0;1;SAMRUMUser;2009-04-14 13:22:29.973;SAMRUMUser;2009-04-14 13:22:29.973;0x000000000002AADF;0
2040;551;32;1;0;1;SAMRUMUser;2009-05-15 15:02:28.850;SAMRUMUser;2009-05-15 15:02:28.850;0x000000000002C444;0
2046;554;63;1;0;1;SAMRUMUser;2009-05-18 09:43:38.197;SAMRUMUser;2009-05-18 09:43:38.197;0x000000000002C6A6;0
2047;555;63;1;0;1;SAMRUMUser;2009-05-18 09:44:24.470;SAMRUMUser;2009-05-18 09:44:24.470;0x000000000002C6A8;0
2092;118;32;1;0;1;SAMRUMUser;2009-06-06 16:18:35.273;SAMRUMUser;2009-06-06 16:18:35.273;0x000000000002C952;0
2093;118;112;1;0;1;SAMRUMUser;2009-06-06 16:18:35.273;SAMRUMUser;2009-06-06 16:18:35.273;0x000000000002C953;0
2095;174;64;1;0;1;SAMRUMUser;2009-06-06 16:42:10.777;SAMRUMUser;2009-06-06 16:42:10.777;0x000000000002C9D4;0
2096;174;113;1;0;1;SAMRUMUser;2009-06-06 16:42:10.777;SAMRUMUser;2009-06-06 16:42:10.777;0x000000000002C9D5;0
2140;559;64;1;0;1;SAMRUMUser;2009-06-07 21:22:50.390;SAMRUMUser;2009-06-07 21:22:50.390;0x000000000002CB35;0
2141;559;113;1;0;1;SAMRUMUser;2009-06-07 21:22:50.390;SAMRUMUser;2009-06-07 21:22:50.390;0x000000000002CB36;0
2154;122;64;1;0;1;SAMRUMUser;2009-06-08 17:07:58.513;SAMRUMUser;2009-06-08 17:07:58.513;0x000000000002CC17;0
2155;122;113;1;0;1;SAMRUMUser;2009-06-08 17:07:58.513;SAMRUMUser;2009-06-08 17:07:58.513;0x000000000002CC18;0
2160;428;64;1;0;1;SAMRUMUser;2009-06-08 17:11:48.043;SAMRUMUser;2009-06-08 17:11:48.043;0x000000000002CC2F;0
2161;428;113;1;0;1;SAMRUMUser;2009-06-08 17:11:48.043;SAMRUMUser;2009-06-08 17:11:48.043;0x000000000002CC30;0
2223;566;114;1;1;1;SAMRUMUser;2009-07-16 15:12:16.457;SAMRUMUser;2009-07-16 15:12:16.457;0x000000000002D583;0
2224;567;114;1;0;1;SAMRUMUser;2009-07-16 15:15:09.787;SAMRUMUser;2009-07-16 15:15:09.787;0x000000000002D585;0
2240;407;88;0;1;0;SAMRUMUser;2009-08-20 10:21:22.060;SAMRUMUser;2009-08-20 10:21:22.060;0x000000000002E259;0
2241;407;89;1;1;1;SAMRUMUser;2009-08-20 10:21:22.060;SAMRUMUser;2009-08-20 10:21:22.060;0x000000000002E25A;0
2242;569;95;1;0;1;SAMRUMUser;2009-08-20 10:26:52.750;SAMRUMUser;2009-08-20 10:26:52.750;0x000000000002E286;0
2262;570;88;1;0;1;SAMRUMUser;2009-08-20 15:52:38.670;SAMRUMUser;2009-08-20 15:52:38.670;0x000000000002E2F8;0
2302;576;69;1;0;1;SAMRUMUser;2009-09-17 15:28:56.437;SAMRUMUser;2009-09-17 15:28:56.437;0x000000000002F891;0
2332;580;117;1;1;1;SAMRUMUser;2009-09-21 13:55:27.610;SAMRUMUser;2009-09-21 13:55:27.610;0x000000000002FAB7;0
2333;581;117;1;0;1;SAMRUMUser;2009-09-22 10:09:10.310;SAMRUMUser;2009-09-22 10:09:10.310;0x000000000002FB17;0
2334;582;117;1;0;1;SAMRUMUser;2009-09-22 10:24:41.233;SAMRUMUser;2009-09-22 10:24:41.233;0x000000000002FB48;0
2344;454;79;1;0;1;SAMRUMUser;2009-09-28 21:05:12.297;SAMRUMUser;2009-09-28 21:05:12.297;0x000000000002FC32;0
2431;595;121;1;0;1;SAMRUMUser;2009-10-08 15:29:08.903;SAMRUMUser;2009-10-08 15:29:08.903;0x0000000000030186;0
2434;615;121;1;0;1;SAMRUMUser;2009-10-09 08:27:25.010;SAMRUMUser;2009-10-09 08:27:25.010;0x00000000000301AA;0
2439;606;123;1;1;1;SAMRUMUser;2009-10-09 08:47:06.970;SAMRUMUser;2009-10-09 08:47:06.970;0x00000000000301CE;0
2440;600;121;1;0;1;SAMRUMUser;2009-10-09 08:47:27.690;SAMRUMUser;2009-10-09 08:47:27.690;0x00000000000301D1;0
2441;596;121;1;0;1;SAMRUMUser;2009-10-09 08:58:59.160;SAMRUMUser;2009-10-09 08:58:59.160;0x00000000000301F5;0
2444;618;128;1;0;1;SAMRUMUser;2009-10-09 10:41:00.203;SAMRUMUser;2009-10-09 10:41:00.203;0x00000000000302AA;0
2454;607;126;1;0;1;SAMRUMUser;2009-10-09 13:06:51.713;SAMRUMUser;2009-10-09 13:06:51.713;0x00000000000302E2;0
2460;614;126;1;0;1;SAMRUMUser;2009-10-09 13:08:55.683;SAMRUMUser;2009-10-09 13:08:55.683;0x00000000000302E8;0
2462;620;131;1;0;1;SAMRUMUser;2009-10-09 13:19:21.890;SAMRUMUser;2009-10-09 13:19:21.890;0x00000000000302EA;0
2463;621;121;1;0;1;SAMRUMUser;2009-10-09 13:38:45.037;SAMRUMUser;2009-10-09 13:38:45.037;0x00000000000302EE;0
2464;608;124;1;0;1;SAMRUMUser;2009-10-09 15:05:37.620;SAMRUMUser;2009-10-09 15:05:37.620;0x000000000003037F;0
2465;608;126;1;0;1;SAMRUMUser;2009-10-09 15:05:37.620;SAMRUMUser;2009-10-09 15:05:37.620;0x0000000000030380;0
2481;560;63;1;0;1;SAMRUMUser;2009-10-13 21:05:19.027;SAMRUMUser;2009-10-13 21:05:19.027;0x000000000003074E;0
2494;386;85;1;1;1;SAMRUMUser;2009-10-14 17:18:17.783;SAMRUMUser;2009-10-14 17:18:17.783;0x00000000000307AF;0
2495;501;98;1;0;1;SAMRUMUser;2009-10-15 10:18:10.047;SAMRUMUser;2009-10-15 10:18:10.047;0x00000000000307F2;0
2497;623;98;1;0;1;SAMRUMUser;2009-10-15 10:19:36.593;SAMRUMUser;2009-10-15 10:19:36.593;0x00000000000307F4;0
2498;490;98;1;0;1;SAMRUMUser;2009-10-15 10:20:48.890;SAMRUMUser;2009-10-15 10:20:48.890;0x00000000000307F5;0
2506;624;121;1;0;1;SAMRUMUser;2009-10-15 17:58:51.037;SAMRUMUser;2009-10-15 17:58:51.037;0x0000000000030821;0
2523;593;135;1;0;1;SAMRUMUser;2009-10-16 20:25:13.003;SAMRUMUser;2009-10-16 20:25:13.003;0x000000000003089E;0
2532;627;32;1;0;1;SAMRUMUser;2009-10-19 13:37:22.077;SAMRUMUser;2009-10-19 13:37:22.077;0x0000000000030923;0
2533;439;93;1;1;1;SAMRUMUser;2009-10-20 12:42:44.397;SAMRUMUser;2009-10-20 12:42:44.397;0x000000000003093F;0
2534;436;93;1;1;1;SAMRUMUser;2009-10-20 12:43:15.710;SAMRUMUser;2009-10-20 12:43:15.710;0x0000000000030942;0
2535;435;93;1;1;1;SAMRUMUser;2009-10-20 12:43:39.880;SAMRUMUser;2009-10-20 12:43:39.880;0x0000000000030945;0
2545;629;117;1;0;1;SAMRUMUser;2009-11-11 10:02:27.367;SAMRUMUser;2009-11-11 10:02:27.367;0x0000000000030C66;0
2546;630;117;1;0;1;SAMRUMUser;2009-11-11 10:03:37.303;SAMRUMUser;2009-11-11 10:03:37.303;0x0000000000030C68;0
2547;631;117;1;0;1;SAMRUMUser;2009-11-11 10:05:12.757;SAMRUMUser;2009-11-11 10:05:12.757;0x0000000000030C6A;0
2548;632;117;1;0;1;SAMRUMUser;2009-11-11 10:06:32.663;SAMRUMUser;2009-11-11 10:06:32.663;0x0000000000030C6C;0
2549;633;117;1;0;1;SAMRUMUser;2009-11-11 10:07:53.120;SAMRUMUser;2009-11-11 10:07:53.120;0x0000000000030C6E;0
2550;634;117;1;0;1;SAMRUMUser;2009-11-11 10:08:53.820;SAMRUMUser;2009-11-11 10:08:53.820;0x0000000000030C70;0
2551;628;117;1;0;1;SAMRUMUser;2009-11-11 18:05:45.860;SAMRUMUser;2009-11-11 18:05:45.860;0x0000000000030CF2;0
2577;635;121;1;0;1;SAMRUMUser;2009-11-19 12:00:49.310;SAMRUMUser;2009-11-19 12:00:49.310;0x0000000000030D91;0
2628;546;66;1;0;1;SAMRUMUser;2009-12-20 17:09:57.413;SAMRUMUser;2009-12-20 17:09:57.413;0x00000000000311F1;0
2640;230;64;1;0;1;SAMRUMUser;2009-12-28 15:11:37.773;SAMRUMUser;2009-12-28 15:11:37.773;0x000000000003127A;0
2641;230;113;1;0;1;SAMRUMUser;2009-12-28 15:11:37.773;SAMRUMUser;2009-12-28 15:11:37.773;0x000000000003127B;0
2694;650;73;1;0;1;SAMRUMUser;2010-01-07 19:12:30.393;SAMRUMUser;2010-01-07 19:12:30.393;0x0000000000031529;0
2695;650;86;0;1;0;SAMRUMUser;2010-01-07 19:12:30.393;SAMRUMUser;2010-01-07 19:12:30.393;0x000000000003152A;0
2738;654;112;1;0;1;SAMRUMUser;2010-01-10 21:30:14.303;SAMRUMUser;2010-01-10 21:30:14.303;0x00000000000315BE;0
2739;655;112;1;0;1;SAMRUMUser;2010-01-10 21:31:25.087;SAMRUMUser;2010-01-10 21:31:25.087;0x00000000000315C0;0
2755;657;63;1;0;1;SAMRUMUser;2010-01-12 14:37:15.157;SAMRUMUser;2010-01-12 14:37:15.157;0x00000000000316D0;0
2761;659;144;1;1;1;SAMRUMUser;2010-01-14 20:49:27.193;SAMRUMUser;2010-01-14 20:49:27.193;0x0000000000031895;0
2800;662;146;1;1;1;SAMRUMUser;2010-01-20 10:06:10.250;SAMRUMUser;2010-01-20 10:06:10.250;0x00000000000319E9;0
2829;651;142;1;1;1;SAMRUMUser;2010-01-22 13:12:46.823;SAMRUMUser;2010-01-22 13:12:46.823;0x0000000000031A4A;0
2830;651;149;0;1;0;SAMRUMUser;2010-01-22 13:12:46.823;SAMRUMUser;2010-01-22 13:12:46.823;0x0000000000031A4B;0
2834;663;148;1;1;1;SAMRUMUser;2010-01-22 17:05:08.623;SAMRUMUser;2010-01-22 17:05:08.623;0x0000000000031A6F;0
2835;663;147;0;1;0;SAMRUMUser;2010-01-22 17:05:08.623;SAMRUMUser;2010-01-22 17:05:08.623;0x0000000000031A70;0
2838;664;150;0;1;0;SAMRUMUser;2010-01-22 17:31:31.520;SAMRUMUser;2010-01-22 17:31:31.520;0x0000000000031AA5;0
2839;664;147;1;1;1;SAMRUMUser;2010-01-22 17:31:31.520;SAMRUMUser;2010-01-22 17:31:31.520;0x0000000000031AA6;0
2859;666;142;1;0;1;SAMRUMUser;2010-02-01 17:05:29.080;SAMRUMUser;2010-02-01 17:05:29.080;0x0000000000031C55;0
2871;672;152;1;0;1;SAMRUMUser;2010-02-09 18:02:12.603;SAMRUMUser;2010-02-09 18:02:12.603;0x00000000000320F6;0
2886;676;135;1;0;1;SAMRUMUser;2010-02-11 15:41:39.503;SAMRUMUser;2010-02-11 15:41:39.503;0x0000000000032199;0
2887;640;135;1;0;1;SAMRUMUser;2010-02-11 17:06:57.150;SAMRUMUser;2010-02-11 17:06:57.150;0x00000000000321BF;0
2888;671;121;0;1;0;SAMRUMUser;2010-02-12 13:21:42.833;SAMRUMUser;2010-02-12 13:21:42.833;0x00000000000321C3;0
2889;671;123;0;1;0;SAMRUMUser;2010-02-12 13:21:42.837;SAMRUMUser;2010-02-12 13:21:42.837;0x00000000000321C4;0
2890;671;152;1;1;1;SAMRUMUser;2010-02-12 13:21:42.837;SAMRUMUser;2010-02-12 13:21:42.837;0x00000000000321C5;0
2891;673;121;0;1;0;SAMRUMUser;2010-02-12 13:23:03.737;SAMRUMUser;2010-02-12 13:23:03.737;0x00000000000321CC;0
2892;673;123;0;1;0;SAMRUMUser;2010-02-12 13:23:03.737;SAMRUMUser;2010-02-12 13:23:03.737;0x00000000000321CD;0
2893;673;152;1;1;1;SAMRUMUser;2010-02-12 13:23:03.737;SAMRUMUser;2010-02-12 13:23:03.737;0x00000000000321CE;0
2894;670;121;0;1;0;SAMRUMUser;2010-02-12 13:24:49.737;SAMRUMUser;2010-02-12 13:24:49.737;0x00000000000321D5;0
2895;670;123;0;1;0;SAMRUMUser;2010-02-12 13:24:49.740;SAMRUMUser;2010-02-12 13:24:49.740;0x00000000000321D6;0
2896;670;152;1;1;1;SAMRUMUser;2010-02-12 13:24:49.740;SAMRUMUser;2010-02-12 13:24:49.740;0x00000000000321D7;0
2913;674;135;1;0;1;SAMRUMUser;2010-02-13 09:40:17.597;SAMRUMUser;2010-02-13 09:40:17.597;0x0000000000032227;0
2914;674;121;1;0;1;SAMRUMUser;2010-02-13 09:40:17.600;SAMRUMUser;2010-02-13 09:40:17.600;0x0000000000032228;0
2915;674;123;0;0;1;SAMRUMUser;2010-02-13 09:40:17.600;SAMRUMUser;2010-02-13 09:40:17.600;0x0000000000032229;0
2916;674;122;1;0;1;SAMRUMUser;2010-02-13 09:40:17.600;SAMRUMUser;2010-02-13 09:40:17.600;0x000000000003222A;0
2926;677;32;1;0;1;SAMRUMUser;2010-02-13 14:19:01.547;SAMRUMUser;2010-02-13 14:19:01.547;0x0000000000032250;0
2942;680;121;1;0;1;SAMRUMUser;2010-02-16 20:46:48.990;SAMRUMUser;2010-02-16 20:46:48.990;0x00000000000322D7;0
2943;680;123;1;0;1;SAMRUMUser;2010-02-16 20:46:48.990;SAMRUMUser;2010-02-16 20:46:48.990;0x00000000000322D8;0
2944;680;122;1;0;1;SAMRUMUser;2010-02-16 20:46:48.993;SAMRUMUser;2010-02-16 20:46:48.993;0x00000000000322D9;0
2945;680;154;1;0;1;SAMRUMUser;2010-02-16 20:46:48.993;SAMRUMUser;2010-02-16 20:46:48.993;0x00000000000322DA;0
2946;681;136;1;0;1;SAMRUMUser;2010-02-17 17:06:49.843;SAMRUMUser;2010-02-17 17:06:49.843;0x0000000000032367;0
2948;665;142;1;1;1;SAMRUMUser;2010-03-13 17:57:12.757;SAMRUMUser;2010-03-13 17:57:12.757;0x0000000000032413;0
2950;473;32;1;0;1;SAMRUMUser;2010-03-14 20:49:31.220;SAMRUMUser;2010-03-14 20:49:31.220;0x0000000000032441;0
2958;686;155;1;0;1;SAMRUMUser;2010-03-21 17:45:38.260;SAMRUMUser;2010-03-21 17:45:38.260;0x00000000000325FF;0
2990;683;32;1;0;1;SAMRUMUser;2010-04-01 17:18:50.710;SAMRUMUser;2010-04-01 17:18:50.710;0x00000000000330B0;0
2991;552;64;1;0;1;SAMRUMUser;2010-04-01 17:20:30.813;SAMRUMUser;2010-04-01 17:20:30.813;0x00000000000330B3;0
2992;552;113;1;0;1;SAMRUMUser;2010-04-01 17:20:30.817;SAMRUMUser;2010-04-01 17:20:30.817;0x00000000000330B4;0
3078;697;161;1;1;1;SAMRUMUser;2010-04-20 13:59:43.193;SAMRUMUser;2010-04-20 13:59:43.193;0x0000000000034029;0
3113;703;162;1;1;1;SAMRUMUser;2010-05-25 18:51:44.850;SAMRUMUser;2010-05-25 18:51:44.850;0x000000000003445A;0
3115;704;162;1;0;1;SAMRUMUser;2010-05-25 19:00:27.410;SAMRUMUser;2010-05-25 19:00:27.410;0x0000000000034465;0
3116;702;73;1;0;1;SAMRUMUser;2010-05-25 20:31:45.157;SAMRUMUser;2010-05-25 20:31:45.157;0x0000000000034473;0
3117;702;162;1;1;1;SAMRUMUser;2010-05-25 20:31:45.160;SAMRUMUser;2010-05-25 20:31:45.160;0x0000000000034474;0
3118;506;73;1;0;1;SAMRUMUser;2010-05-25 20:32:31.737;SAMRUMUser;2010-05-25 20:32:31.737;0x0000000000034475;0
3119;506;162;1;1;1;SAMRUMUser;2010-05-25 20:32:31.737;SAMRUMUser;2010-05-25 20:32:31.737;0x0000000000034476;0
3157;708;64;1;0;1;SAMRUMUser;2010-06-03 09:15:24.597;SAMRUMUser;2010-06-03 09:15:24.597;0x0000000000034609;0
3163;528;32;1;0;1;SAMRUMUser;2010-06-08 21:22:34.447;SAMRUMUser;2010-06-08 21:22:34.447;0x0000000000034675;0
3164;528;162;1;1;1;SAMRUMUser;2010-06-08 21:22:34.450;SAMRUMUser;2010-06-08 21:22:34.450;0x0000000000034676;0
3192;709;71;1;0;1;SAMRUMUser;2010-06-09 13:37:09.487;SAMRUMUser;2010-06-09 13:37:09.487;0x00000000000346B7;0
3242;717;102;1;0;1;SAMRUMUser;2010-07-09 11:20:37.437;SAMRUMUser;2010-07-09 11:20:37.437;0x00000000000351C0;0
3251;718;71;1;0;1;SAMRUMUser;2010-07-09 12:16:32.610;SAMRUMUser;2010-07-09 12:16:32.610;0x00000000000351EC;0
3252;718;115;1;0;1;SAMRUMUser;2010-07-09 12:16:32.613;SAMRUMUser;2010-07-09 12:16:32.613;0x00000000000351ED;0
3308;732;115;1;0;1;SAMRUMUser;2010-07-12 09:51:54.880;SAMRUMUser;2010-07-12 09:51:54.880;0x0000000000035411;0
3309;733;115;1;0;1;SAMRUMUser;2010-07-12 09:52:51.390;SAMRUMUser;2010-07-12 09:52:51.390;0x0000000000035413;0
3310;734;115;1;0;1;SAMRUMUser;2010-07-12 10:47:19.400;SAMRUMUser;2010-07-12 10:47:19.400;0x000000000003543F;0
3318;723;71;1;0;1;SAMRUMUser;2010-07-15 15:03:33.743;SAMRUMUser;2010-07-15 15:03:33.743;0x00000000000354A1;0
3319;723;115;1;0;1;SAMRUMUser;2010-07-15 15:03:33.747;SAMRUMUser;2010-07-15 15:03:33.747;0x00000000000354A2;0
3322;722;71;1;0;1;SAMRUMUser;2010-07-15 15:04:59.270;SAMRUMUser;2010-07-15 15:04:59.270;0x00000000000354A9;0
3342;451;99;1;0;1;SAMRUMUser;2010-07-16 13:30:32.237;SAMRUMUser;2010-07-16 13:30:32.237;0x0000000000035647;0
