PMO_ID;PMO_Name;PMO_Description;PMO_AllowIncompleteVersions;CREATED_BY;CREATED_DATE;CHANGED_BY;CHANGED_DATE;timestamp;PMO_PMF_ID_ProjectModuleFolder
222;Gemensamma modelleringsdata;NULL;0;SAMRUMUser;2014-09-30 15:36:52.723;SAMRUMUser;2017-02-24 15:35:10.877;0x0000000000067C5D;37
223;Pålning;NULL;0;SAMRUMUser;2015-04-29 15:33:57.310;SAMRUMUser;2015-04-29 15:37:13.337;0x000000000004F58D;40
224;Pålning entreprenör;NULL;0;SAMRUMUser;2015-04-29 15:38:17.730;SAMRUMUser;2015-04-29 15:38:17.730;0x000000000004F58E;40
225;Ljud;NULL;0;SAMRUMUser;2015-05-25 16:29:56.707;SAMRUMUser;2017-02-24 11:19:07.270;0x0000000000067C05;9
226;Brandskyddsdok. per disciplin;NULL;0;SAMRUMUser;2015-06-15 18:25:10.437;SAMRUMUser;2015-06-15 18:25:31.423;0x0000000000053AB4;11
227;Kontrollförteckning KA;I denna modul gör Kvalitetsansvarig sina kontrollförteckningar för projektet.;0;SAMRUMUser;2015-06-27 11:21:38.380;SAMRUMUser;2015-06-27 11:23:13.363;0x0000000000054486;48
228;Kontrollförteckning inlämning uppgifter;I denna modul fyller de kontrollansvariga på med sina kontrolldokument och redovisningar.;0;SAMRUMUser;2015-06-27 11:22:28.150;SAMRUMUser;2015-06-27 11:24:08.860;0x0000000000054488;48
229;Granskning A;NULL;0;SAMRUMUser;2015-06-27 18:08:29.000;SAMRUMUser;2015-06-27 18:08:29.000;0x00000000000544DA;9
230;"Projekteringsfunderingar ";Här kan personer som inte är direkt involverade i projekteringsprocessen lägga in sina synpunkter;0;SAMRUMUser;2015-06-28 18:28:12.050;SAMRUMUser;2015-06-28 18:28:12.050;0x0000000000054743;9
231;Dagbok;NULL;0;SAMRUMUser;2016-11-08 14:24:45.143;SAMRUMUser;2016-11-08 14:24:45.143;0x000000000006102B;19
