OTRM_ID;OTRM_OTR_ID_ObjectTypeRelationship;OTRM_PMO_ID_Module;OTRM_ReadOnly;CREATED_BY;CREATED_DATE;CHANGED_BY;CHANGED_DATE;timestamp
20399;2993;157;1;SAMRUMUser;2011-04-27 15:42:38.320;SAMRUMUser;2011-04-27 15:42:38.320;0x000000000003CDAE
20400;2993;156;1;SAMRUMUser;2011-04-27 15:42:38.320;SAMRUMUser;2011-04-27 15:42:38.320;0x000000000003CDAF
20401;2994;32;1;SAMRUMUser;2011-04-27 15:46:11.320;SAMRUMUser;2011-04-27 15:46:11.320;0x000000000003CDB4
20402;2994;64;0;SAMRUMUser;2011-04-27 15:46:11.320;SAMRUMUser;2011-04-27 15:46:11.320;0x000000000003CDB5
20403;2994;164;0;SAMRUMUser;2011-04-27 15:46:11.320;SAMRUMUser;2011-04-27 15:46:11.320;0x000000000003CDB6
20404;2994;108;1;SAMRUMUser;2011-04-27 15:46:11.320;SAMRUMUser;2011-04-27 15:46:11.320;0x000000000003CDB7
20405;2994;98;1;SAMRUMUser;2011-04-27 15:46:11.323;SAMRUMUser;2011-04-27 15:46:11.323;0x000000000003CDB8
20406;2994;173;0;SAMRUMUser;2011-04-27 15:46:11.323;SAMRUMUser;2011-04-27 15:46:11.323;0x000000000003CDB9
20407;2994;157;0;SAMRUMUser;2011-04-27 15:46:11.323;SAMRUMUser;2011-04-27 15:46:11.323;0x000000000003CDBA
20408;2994;156;1;SAMRUMUser;2011-04-27 15:46:11.323;SAMRUMUser;2011-04-27 15:46:11.323;0x000000000003CDBB
20409;2995;32;1;SAMRUMUser;2011-04-27 15:48:53.203;SAMRUMUser;2011-04-27 15:48:53.203;0x000000000003CDC0
20410;2995;64;0;SAMRUMUser;2011-04-27 15:48:53.207;SAMRUMUser;2011-04-27 15:48:53.207;0x000000000003CDC1
20411;2995;164;0;SAMRUMUser;2011-04-27 15:48:53.207;SAMRUMUser;2011-04-27 15:48:53.207;0x000000000003CDC2
20412;2995;108;1;SAMRUMUser;2011-04-27 15:48:53.207;SAMRUMUser;2011-04-27 15:48:53.207;0x000000000003CDC3
20413;2995;98;1;SAMRUMUser;2011-04-27 15:48:53.210;SAMRUMUser;2011-04-27 15:48:53.210;0x000000000003CDC4
20414;2995;173;0;SAMRUMUser;2011-04-27 15:48:53.210;SAMRUMUser;2011-04-27 15:48:53.210;0x000000000003CDC5
20415;2995;157;0;SAMRUMUser;2011-04-27 15:48:53.210;SAMRUMUser;2011-04-27 15:48:53.210;0x000000000003CDC6
20416;2995;156;1;SAMRUMUser;2011-04-27 15:48:53.210;SAMRUMUser;2011-04-27 15:48:53.210;0x000000000003CDC7
20417;2996;32;1;SAMRUMUser;2011-04-27 21:54:48.860;SAMRUMUser;2011-04-27 21:54:48.860;0x000000000003CDCC
20418;2996;64;0;SAMRUMUser;2011-04-27 21:54:48.860;SAMRUMUser;2011-04-27 21:54:48.860;0x000000000003CDCD
20419;2996;164;0;SAMRUMUser;2011-04-27 21:54:48.863;SAMRUMUser;2011-04-27 21:54:48.863;0x000000000003CDCE
20420;2996;108;1;SAMRUMUser;2011-04-27 21:54:48.863;SAMRUMUser;2011-04-27 21:54:48.863;0x000000000003CDCF
20421;2996;98;1;SAMRUMUser;2011-04-27 21:54:48.863;SAMRUMUser;2011-04-27 21:54:48.863;0x000000000003CDD0
20422;2996;173;0;SAMRUMUser;2011-04-27 21:54:48.867;SAMRUMUser;2011-04-27 21:54:48.867;0x000000000003CDD1
20423;2996;157;0;SAMRUMUser;2011-04-27 21:54:48.867;SAMRUMUser;2011-04-27 21:54:48.867;0x000000000003CDD2
20424;2996;156;1;SAMRUMUser;2011-04-27 21:54:48.867;SAMRUMUser;2011-04-27 21:54:48.867;0x000000000003CDD3
20425;2997;32;1;SAMRUMUser;2011-04-28 13:14:04.707;SAMRUMUser;2011-04-28 13:14:04.707;0x000000000003CDD8
20426;2997;64;0;SAMRUMUser;2011-04-28 13:14:04.707;SAMRUMUser;2011-04-28 13:14:04.707;0x000000000003CDD9
20427;2997;164;0;SAMRUMUser;2011-04-28 13:14:04.707;SAMRUMUser;2011-04-28 13:14:04.707;0x000000000003CDDA
20428;2997;98;0;SAMRUMUser;2011-04-28 13:14:04.710;SAMRUMUser;2011-04-28 13:14:04.710;0x000000000003CDDB
20429;2997;173;0;SAMRUMUser;2011-04-28 13:14:04.710;SAMRUMUser;2011-04-28 13:14:04.710;0x000000000003CDDC
20430;2997;157;0;SAMRUMUser;2011-04-28 13:14:04.710;SAMRUMUser;2011-04-28 13:14:04.710;0x000000000003CDDD
20431;2997;156;1;SAMRUMUser;2011-04-28 13:14:04.710;SAMRUMUser;2011-04-28 13:14:04.710;0x000000000003CDDE
20432;2998;32;1;SAMRUMUser;2011-04-28 13:17:26.527;SAMRUMUser;2011-04-28 13:17:26.527;0x000000000003CDE3
20433;2998;64;0;SAMRUMUser;2011-04-28 13:17:26.527;SAMRUMUser;2011-04-28 13:17:26.527;0x000000000003CDE4
20434;2998;164;0;SAMRUMUser;2011-04-28 13:17:26.530;SAMRUMUser;2011-04-28 13:17:26.530;0x000000000003CDE5
20435;2998;108;1;SAMRUMUser;2011-04-28 13:17:26.530;SAMRUMUser;2011-04-28 13:17:26.530;0x000000000003CDE6
20436;2998;98;1;SAMRUMUser;2011-04-28 13:17:26.530;SAMRUMUser;2011-04-28 13:17:26.530;0x000000000003CDE7
20437;2998;173;0;SAMRUMUser;2011-04-28 13:17:26.530;SAMRUMUser;2011-04-28 13:17:26.530;0x000000000003CDE8
20438;2998;157;0;SAMRUMUser;2011-04-28 13:17:26.533;SAMRUMUser;2011-04-28 13:17:26.533;0x000000000003CDE9
20439;2998;156;1;SAMRUMUser;2011-04-28 13:17:26.533;SAMRUMUser;2011-04-28 13:17:26.533;0x000000000003CDEA
20440;2999;32;1;SAMRUMUser;2011-04-28 13:19:56.120;SAMRUMUser;2011-04-28 13:19:56.120;0x000000000003CDEF
20441;2999;64;0;SAMRUMUser;2011-04-28 13:19:56.123;SAMRUMUser;2011-04-28 13:19:56.123;0x000000000003CDF0
20442;2999;164;0;SAMRUMUser;2011-04-28 13:19:56.123;SAMRUMUser;2011-04-28 13:19:56.123;0x000000000003CDF1
20443;2999;173;0;SAMRUMUser;2011-04-28 13:19:56.123;SAMRUMUser;2011-04-28 13:19:56.123;0x000000000003CDF2
20444;2999;157;0;SAMRUMUser;2011-04-28 13:19:56.127;SAMRUMUser;2011-04-28 13:19:56.127;0x000000000003CDF3
20445;2999;156;1;SAMRUMUser;2011-04-28 13:19:56.127;SAMRUMUser;2011-04-28 13:19:56.127;0x000000000003CDF4
20446;3000;32;1;SAMRUMUser;2011-04-28 13:24:05.913;SAMRUMUser;2011-04-28 13:24:05.913;0x000000000003CDF9
20447;3000;64;0;SAMRUMUser;2011-04-28 13:24:05.913;SAMRUMUser;2011-04-28 13:24:05.913;0x000000000003CDFA
20448;3000;164;0;SAMRUMUser;2011-04-28 13:24:05.917;SAMRUMUser;2011-04-28 13:24:05.917;0x000000000003CDFB
20449;3000;173;0;SAMRUMUser;2011-04-28 13:24:05.917;SAMRUMUser;2011-04-28 13:24:05.917;0x000000000003CDFC
20450;3000;157;0;SAMRUMUser;2011-04-28 13:24:05.917;SAMRUMUser;2011-04-28 13:24:05.917;0x000000000003CDFD
20451;3000;156;1;SAMRUMUser;2011-04-28 13:24:05.920;SAMRUMUser;2011-04-28 13:24:05.920;0x000000000003CDFE
20458;2989;32;1;SAMRUMUser;2011-04-28 13:36:38.590;SAMRUMUser;2011-04-28 13:36:38.590;0x000000000003CE08
20459;2989;64;0;SAMRUMUser;2011-04-28 13:36:38.593;SAMRUMUser;2011-04-28 13:36:38.593;0x000000000003CE09
20460;2989;164;0;SAMRUMUser;2011-04-28 13:36:38.593;SAMRUMUser;2011-04-28 13:36:38.593;0x000000000003CE0A
20461;2989;173;0;SAMRUMUser;2011-04-28 13:36:38.593;SAMRUMUser;2011-04-28 13:36:38.593;0x000000000003CE0B
20462;2989;157;0;SAMRUMUser;2011-04-28 13:36:38.597;SAMRUMUser;2011-04-28 13:36:38.597;0x000000000003CE0C
20463;2989;156;1;SAMRUMUser;2011-04-28 13:36:38.597;SAMRUMUser;2011-04-28 13:36:38.597;0x000000000003CE0D
20464;2984;32;1;SAMRUMUser;2011-04-28 17:21:38.723;SAMRUMUser;2011-04-28 17:21:38.723;0x000000000003CE0F
20465;2984;63;1;SAMRUMUser;2011-04-28 17:21:38.723;SAMRUMUser;2011-04-28 17:21:38.723;0x000000000003CE10
20466;2984;64;0;SAMRUMUser;2011-04-28 17:21:38.727;SAMRUMUser;2011-04-28 17:21:38.727;0x000000000003CE11
20467;2984;164;0;SAMRUMUser;2011-04-28 17:21:38.727;SAMRUMUser;2011-04-28 17:21:38.727;0x000000000003CE12
20468;2984;108;1;SAMRUMUser;2011-04-28 17:21:38.727;SAMRUMUser;2011-04-28 17:21:38.727;0x000000000003CE13
20469;2984;66;1;SAMRUMUser;2011-04-28 17:21:38.730;SAMRUMUser;2011-04-28 17:21:38.730;0x000000000003CE14
20470;2984;173;0;SAMRUMUser;2011-04-28 17:21:38.730;SAMRUMUser;2011-04-28 17:21:38.730;0x000000000003CE15
20471;2984;157;1;SAMRUMUser;2011-04-28 17:21:38.730;SAMRUMUser;2011-04-28 17:21:38.730;0x000000000003CE16
20472;2984;156;0;SAMRUMUser;2011-04-28 17:21:38.730;SAMRUMUser;2011-04-28 17:21:38.730;0x000000000003CE17
20473;2985;32;1;SAMRUMUser;2011-04-28 17:22:19.337;SAMRUMUser;2011-04-28 17:22:19.337;0x000000000003CE19
20474;2985;64;0;SAMRUMUser;2011-04-28 17:22:19.337;SAMRUMUser;2011-04-28 17:22:19.337;0x000000000003CE1A
20475;2985;164;0;SAMRUMUser;2011-04-28 17:22:19.337;SAMRUMUser;2011-04-28 17:22:19.337;0x000000000003CE1B
20476;2985;66;1;SAMRUMUser;2011-04-28 17:22:19.340;SAMRUMUser;2011-04-28 17:22:19.340;0x000000000003CE1C
20477;2985;173;0;SAMRUMUser;2011-04-28 17:22:19.340;SAMRUMUser;2011-04-28 17:22:19.340;0x000000000003CE1D
20478;2985;156;0;SAMRUMUser;2011-04-28 17:22:19.340;SAMRUMUser;2011-04-28 17:22:19.340;0x000000000003CE1E
20479;2986;32;1;SAMRUMUser;2011-04-28 17:22:56.593;SAMRUMUser;2011-04-28 17:22:56.593;0x000000000003CE20
20480;2986;163;1;SAMRUMUser;2011-04-28 17:22:56.593;SAMRUMUser;2011-04-28 17:22:56.593;0x000000000003CE21
20481;2986;64;0;SAMRUMUser;2011-04-28 17:22:56.593;SAMRUMUser;2011-04-28 17:22:56.593;0x000000000003CE22
20482;2986;164;0;SAMRUMUser;2011-04-28 17:22:56.593;SAMRUMUser;2011-04-28 17:22:56.593;0x000000000003CE23
20483;2986;173;0;SAMRUMUser;2011-04-28 17:22:56.597;SAMRUMUser;2011-04-28 17:22:56.597;0x000000000003CE24
20484;2986;156;0;SAMRUMUser;2011-04-28 17:22:56.597;SAMRUMUser;2011-04-28 17:22:56.597;0x000000000003CE25
20485;2987;32;1;SAMRUMUser;2011-04-28 17:23:43.617;SAMRUMUser;2011-04-28 17:23:43.617;0x000000000003CE27
20486;2987;64;0;SAMRUMUser;2011-04-28 17:23:43.617;SAMRUMUser;2011-04-28 17:23:43.617;0x000000000003CE28
20487;2987;164;0;SAMRUMUser;2011-04-28 17:23:43.617;SAMRUMUser;2011-04-28 17:23:43.617;0x000000000003CE29
20488;2987;173;0;SAMRUMUser;2011-04-28 17:23:43.620;SAMRUMUser;2011-04-28 17:23:43.620;0x000000000003CE2A
20489;2987;156;0;SAMRUMUser;2011-04-28 17:23:43.620;SAMRUMUser;2011-04-28 17:23:43.620;0x000000000003CE2B
20490;2988;32;1;SAMRUMUser;2011-04-28 17:26:09.233;SAMRUMUser;2011-04-28 17:26:09.233;0x000000000003CE2D
20491;2988;64;0;SAMRUMUser;2011-04-28 17:26:09.233;SAMRUMUser;2011-04-28 17:26:09.233;0x000000000003CE2E
20492;2988;164;0;SAMRUMUser;2011-04-28 17:26:09.233;SAMRUMUser;2011-04-28 17:26:09.233;0x000000000003CE2F
20493;2988;108;1;SAMRUMUser;2011-04-28 17:26:09.233;SAMRUMUser;2011-04-28 17:26:09.233;0x000000000003CE30
20494;2988;98;1;SAMRUMUser;2011-04-28 17:26:09.237;SAMRUMUser;2011-04-28 17:26:09.237;0x000000000003CE31
20495;2988;173;0;SAMRUMUser;2011-04-28 17:26:09.237;SAMRUMUser;2011-04-28 17:26:09.237;0x000000000003CE32
20496;2988;157;0;SAMRUMUser;2011-04-28 17:26:09.237;SAMRUMUser;2011-04-28 17:26:09.237;0x000000000003CE33
20497;2988;156;1;SAMRUMUser;2011-04-28 17:26:09.240;SAMRUMUser;2011-04-28 17:26:09.240;0x000000000003CE34
20641;3013;74;0;SAMRUMUser;2011-05-02 12:08:42.317;SAMRUMUser;2011-05-02 12:08:42.317;0x000000000003CFD3
20777;2806;104;0;SAMRUMUser;2011-05-04 14:53:26.877;SAMRUMUser;2011-05-04 14:53:26.877;0x000000000003D166
20778;2209;174;1;SAMRUMUser;2011-05-04 15:00:44.143;SAMRUMUser;2011-05-04 15:00:44.143;0x000000000003D167
20820;2138;32;0;SAMRUMUser;2011-05-12 11:06:37.440;SAMRUMUser;2011-05-12 11:06:37.440;0x000000000003D19A
20821;2138;64;1;SAMRUMUser;2011-05-12 11:06:37.440;SAMRUMUser;2011-05-12 11:06:37.440;0x000000000003D19B
20822;2138;164;1;SAMRUMUser;2011-05-12 11:06:37.443;SAMRUMUser;2011-05-12 11:06:37.443;0x000000000003D19C
20823;2138;173;0;SAMRUMUser;2011-05-12 11:06:37.443;SAMRUMUser;2011-05-12 11:06:37.443;0x000000000003D19D
20824;2138;157;1;SAMRUMUser;2011-05-12 11:06:37.443;SAMRUMUser;2011-05-12 11:06:37.443;0x000000000003D19E
20825;2138;156;1;SAMRUMUser;2011-05-12 11:06:37.447;SAMRUMUser;2011-05-12 11:06:37.447;0x000000000003D19F
20858;2964;32;1;SAMRUMUser;2011-05-12 11:23:00.643;SAMRUMUser;2011-05-12 11:23:00.643;0x000000000003D1C5
20859;2964;163;1;SAMRUMUser;2011-05-12 11:23:00.647;SAMRUMUser;2011-05-12 11:23:00.647;0x000000000003D1C6
20860;2964;63;1;SAMRUMUser;2011-05-12 11:23:00.647;SAMRUMUser;2011-05-12 11:23:00.647;0x000000000003D1C7
20861;2964;64;1;SAMRUMUser;2011-05-12 11:23:00.647;SAMRUMUser;2011-05-12 11:23:00.647;0x000000000003D1C8
20862;2964;173;0;SAMRUMUser;2011-05-12 11:23:00.647;SAMRUMUser;2011-05-12 11:23:00.647;0x000000000003D1C9
20870;1706;32;1;SAMRUMUser;2011-05-13 16:23:58.030;SAMRUMUser;2011-05-13 16:23:58.030;0x000000000003D1D9
20871;1706;64;0;SAMRUMUser;2011-05-13 16:23:58.033;SAMRUMUser;2011-05-13 16:23:58.033;0x000000000003D1DA
20872;1706;164;0;SAMRUMUser;2011-05-13 16:23:58.033;SAMRUMUser;2011-05-13 16:23:58.033;0x000000000003D1DB
20873;1706;173;0;SAMRUMUser;2011-05-13 16:23:58.033;SAMRUMUser;2011-05-13 16:23:58.033;0x000000000003D1DC
20874;1706;156;0;SAMRUMUser;2011-05-13 16:23:58.037;SAMRUMUser;2011-05-13 16:23:58.037;0x000000000003D1DD
20875;1706;165;0;SAMRUMUser;2011-05-13 16:23:58.037;SAMRUMUser;2011-05-13 16:23:58.037;0x000000000003D1DE
20876;1706;166;0;SAMRUMUser;2011-05-13 16:23:58.037;SAMRUMUser;2011-05-13 16:23:58.037;0x000000000003D1DF
20877;1706;113;0;SAMRUMUser;2011-05-13 16:23:58.037;SAMRUMUser;2011-05-13 16:23:58.037;0x000000000003D1E0
20878;830;32;1;SAMRUMUser;2011-05-13 16:27:04.733;SAMRUMUser;2011-05-13 16:27:04.733;0x000000000003D1E1
20879;830;64;0;SAMRUMUser;2011-05-13 16:27:04.733;SAMRUMUser;2011-05-13 16:27:04.733;0x000000000003D1E2
20880;830;164;0;SAMRUMUser;2011-05-13 16:27:04.733;SAMRUMUser;2011-05-13 16:27:04.733;0x000000000003D1E3
20881;830;173;0;SAMRUMUser;2011-05-13 16:27:04.737;SAMRUMUser;2011-05-13 16:27:04.737;0x000000000003D1E4
20882;830;156;0;SAMRUMUser;2011-05-13 16:27:04.737;SAMRUMUser;2011-05-13 16:27:04.737;0x000000000003D1E5
20883;830;165;0;SAMRUMUser;2011-05-13 16:27:04.737;SAMRUMUser;2011-05-13 16:27:04.737;0x000000000003D1E6
20884;830;166;0;SAMRUMUser;2011-05-13 16:27:04.740;SAMRUMUser;2011-05-13 16:27:04.740;0x000000000003D1E7
20885;830;113;0;SAMRUMUser;2011-05-13 16:27:04.740;SAMRUMUser;2011-05-13 16:27:04.740;0x000000000003D1E8
20886;1707;32;1;SAMRUMUser;2011-05-13 16:28:01.827;SAMRUMUser;2011-05-13 16:28:01.827;0x000000000003D1E9
20887;1707;64;0;SAMRUMUser;2011-05-13 16:28:01.830;SAMRUMUser;2011-05-13 16:28:01.830;0x000000000003D1EA
20888;1707;164;0;SAMRUMUser;2011-05-13 16:28:01.830;SAMRUMUser;2011-05-13 16:28:01.830;0x000000000003D1EB
20889;1707;87;1;SAMRUMUser;2011-05-13 16:28:01.830;SAMRUMUser;2011-05-13 16:28:01.830;0x000000000003D1EC
20890;1707;173;0;SAMRUMUser;2011-05-13 16:28:01.830;SAMRUMUser;2011-05-13 16:28:01.830;0x000000000003D1ED
20891;1707;156;0;SAMRUMUser;2011-05-13 16:28:01.833;SAMRUMUser;2011-05-13 16:28:01.833;0x000000000003D1EE
20892;1707;165;0;SAMRUMUser;2011-05-13 16:28:01.833;SAMRUMUser;2011-05-13 16:28:01.833;0x000000000003D1EF
20893;1707;166;0;SAMRUMUser;2011-05-13 16:28:01.833;SAMRUMUser;2011-05-13 16:28:01.833;0x000000000003D1F0
20894;1707;113;0;SAMRUMUser;2011-05-13 16:28:01.837;SAMRUMUser;2011-05-13 16:28:01.837;0x000000000003D1F1
20895;2342;32;1;SAMRUMUser;2011-05-13 16:29:07.147;SAMRUMUser;2011-05-13 16:29:07.147;0x000000000003D1F2
20896;2342;64;0;SAMRUMUser;2011-05-13 16:29:07.150;SAMRUMUser;2011-05-13 16:29:07.150;0x000000000003D1F3
20897;2342;164;0;SAMRUMUser;2011-05-13 16:29:07.150;SAMRUMUser;2011-05-13 16:29:07.150;0x000000000003D1F4
20898;2342;173;0;SAMRUMUser;2011-05-13 16:29:07.150;SAMRUMUser;2011-05-13 16:29:07.150;0x000000000003D1F5
20899;2342;156;0;SAMRUMUser;2011-05-13 16:29:07.150;SAMRUMUser;2011-05-13 16:29:07.150;0x000000000003D1F6
20900;2342;165;0;SAMRUMUser;2011-05-13 16:29:07.150;SAMRUMUser;2011-05-13 16:29:07.150;0x000000000003D1F7
20901;2342;166;0;SAMRUMUser;2011-05-13 16:29:07.153;SAMRUMUser;2011-05-13 16:29:07.153;0x000000000003D1F8
20902;2342;113;0;SAMRUMUser;2011-05-13 16:29:07.153;SAMRUMUser;2011-05-13 16:29:07.153;0x000000000003D1F9
20903;2342;86;1;SAMRUMUser;2011-05-13 16:29:07.153;SAMRUMUser;2011-05-13 16:29:07.153;0x000000000003D1FA
20904;2396;32;1;SAMRUMUser;2011-05-13 16:30:24.867;SAMRUMUser;2011-05-13 16:30:24.867;0x000000000003D1FB
20905;2396;64;0;SAMRUMUser;2011-05-13 16:30:24.867;SAMRUMUser;2011-05-13 16:30:24.867;0x000000000003D1FC
20906;2396;164;0;SAMRUMUser;2011-05-13 16:30:24.867;SAMRUMUser;2011-05-13 16:30:24.867;0x000000000003D1FD
20907;2396;66;1;SAMRUMUser;2011-05-13 16:30:24.870;SAMRUMUser;2011-05-13 16:30:24.870;0x000000000003D1FE
20908;2396;173;0;SAMRUMUser;2011-05-13 16:30:24.870;SAMRUMUser;2011-05-13 16:30:24.870;0x000000000003D1FF
20909;2396;157;1;SAMRUMUser;2011-05-13 16:30:24.870;SAMRUMUser;2011-05-13 16:30:24.870;0x000000000003D201
20910;2396;156;0;SAMRUMUser;2011-05-13 16:30:24.870;SAMRUMUser;2011-05-13 16:30:24.870;0x000000000003D202
20911;2396;165;0;SAMRUMUser;2011-05-13 16:30:24.870;SAMRUMUser;2011-05-13 16:30:24.870;0x000000000003D203
20912;2396;166;0;SAMRUMUser;2011-05-13 16:30:24.873;SAMRUMUser;2011-05-13 16:30:24.873;0x000000000003D204
20913;2396;113;0;SAMRUMUser;2011-05-13 16:30:24.873;SAMRUMUser;2011-05-13 16:30:24.873;0x000000000003D205
20963;2345;92;1;SAMRUMUser;2011-05-13 16:42:03.070;SAMRUMUser;2011-05-13 16:42:03.070;0x000000000003D253
20964;2345;32;1;SAMRUMUser;2011-05-13 16:42:03.070;SAMRUMUser;2011-05-13 16:42:03.070;0x000000000003D254
20965;2345;63;0;SAMRUMUser;2011-05-13 16:42:03.073;SAMRUMUser;2011-05-13 16:42:03.073;0x000000000003D255
20966;2345;64;1;SAMRUMUser;2011-05-13 16:42:03.073;SAMRUMUser;2011-05-13 16:42:03.073;0x000000000003D256
20967;2345;164;1;SAMRUMUser;2011-05-13 16:42:03.073;SAMRUMUser;2011-05-13 16:42:03.073;0x000000000003D257
20968;2345;173;1;SAMRUMUser;2011-05-13 16:42:03.077;SAMRUMUser;2011-05-13 16:42:03.077;0x000000000003D258
20969;2345;157;1;SAMRUMUser;2011-05-13 16:42:03.077;SAMRUMUser;2011-05-13 16:42:03.077;0x000000000003D259
20970;2345;156;1;SAMRUMUser;2011-05-13 16:42:03.077;SAMRUMUser;2011-05-13 16:42:03.077;0x000000000003D25A
20971;2345;165;1;SAMRUMUser;2011-05-13 16:42:03.080;SAMRUMUser;2011-05-13 16:42:03.080;0x000000000003D25B
20972;2345;166;1;SAMRUMUser;2011-05-13 16:42:03.080;SAMRUMUser;2011-05-13 16:42:03.080;0x000000000003D25C
20973;2345;113;1;SAMRUMUser;2011-05-13 16:42:03.080;SAMRUMUser;2011-05-13 16:42:03.080;0x000000000003D25D
20974;2356;92;1;SAMRUMUser;2011-05-13 16:42:48.077;SAMRUMUser;2011-05-13 16:42:48.077;0x000000000003D25F
20975;2356;32;1;SAMRUMUser;2011-05-13 16:42:48.080;SAMRUMUser;2011-05-13 16:42:48.080;0x000000000003D260
20976;2356;63;0;SAMRUMUser;2011-05-13 16:42:48.080;SAMRUMUser;2011-05-13 16:42:48.080;0x000000000003D261
20977;2356;64;1;SAMRUMUser;2011-05-13 16:42:48.080;SAMRUMUser;2011-05-13 16:42:48.080;0x000000000003D262
20978;2356;164;1;SAMRUMUser;2011-05-13 16:42:48.083;SAMRUMUser;2011-05-13 16:42:48.083;0x000000000003D263
20979;2356;173;1;SAMRUMUser;2011-05-13 16:42:48.083;SAMRUMUser;2011-05-13 16:42:48.083;0x000000000003D264
20980;2356;157;1;SAMRUMUser;2011-05-13 16:42:48.083;SAMRUMUser;2011-05-13 16:42:48.083;0x000000000003D265
20981;2356;156;1;SAMRUMUser;2011-05-13 16:42:48.087;SAMRUMUser;2011-05-13 16:42:48.087;0x000000000003D266
20982;2356;165;1;SAMRUMUser;2011-05-13 16:42:48.087;SAMRUMUser;2011-05-13 16:42:48.087;0x000000000003D267
20983;2356;166;1;SAMRUMUser;2011-05-13 16:42:48.087;SAMRUMUser;2011-05-13 16:42:48.087;0x000000000003D268
20984;2356;113;1;SAMRUMUser;2011-05-13 16:42:48.090;SAMRUMUser;2011-05-13 16:42:48.090;0x000000000003D269
20985;2357;92;1;SAMRUMUser;2011-05-13 16:43:38.477;SAMRUMUser;2011-05-13 16:43:38.477;0x000000000003D26B
20986;2357;32;1;SAMRUMUser;2011-05-13 16:43:38.480;SAMRUMUser;2011-05-13 16:43:38.480;0x000000000003D26C
20987;2357;63;0;SAMRUMUser;2011-05-13 16:43:38.480;SAMRUMUser;2011-05-13 16:43:38.480;0x000000000003D26D
20988;2357;173;1;SAMRUMUser;2011-05-13 16:43:38.480;SAMRUMUser;2011-05-13 16:43:38.480;0x000000000003D26E
20989;1032;92;1;SAMRUMUser;2011-05-13 16:45:26.050;SAMRUMUser;2011-05-13 16:45:26.050;0x000000000003D270
20990;1032;32;1;SAMRUMUser;2011-05-13 16:45:26.050;SAMRUMUser;2011-05-13 16:45:26.050;0x000000000003D271
20991;1032;63;0;SAMRUMUser;2011-05-13 16:45:26.050;SAMRUMUser;2011-05-13 16:45:26.050;0x000000000003D272
20992;1032;173;1;SAMRUMUser;2011-05-13 16:45:26.053;SAMRUMUser;2011-05-13 16:45:26.053;0x000000000003D273
20993;2730;92;1;SAMRUMUser;2011-05-13 16:46:08.650;SAMRUMUser;2011-05-13 16:46:08.650;0x000000000003D275
20994;2730;32;1;SAMRUMUser;2011-05-13 16:46:08.653;SAMRUMUser;2011-05-13 16:46:08.653;0x000000000003D276
20995;2730;63;0;SAMRUMUser;2011-05-13 16:46:08.653;SAMRUMUser;2011-05-13 16:46:08.653;0x000000000003D277
20996;2730;64;1;SAMRUMUser;2011-05-13 16:46:08.653;SAMRUMUser;2011-05-13 16:46:08.653;0x000000000003D278
20997;2730;164;1;SAMRUMUser;2011-05-13 16:46:08.653;SAMRUMUser;2011-05-13 16:46:08.653;0x000000000003D279
20998;2730;173;1;SAMRUMUser;2011-05-13 16:46:08.657;SAMRUMUser;2011-05-13 16:46:08.657;0x000000000003D27A
20999;2730;157;1;SAMRUMUser;2011-05-13 16:46:08.657;SAMRUMUser;2011-05-13 16:46:08.657;0x000000000003D27B
21000;2730;156;1;SAMRUMUser;2011-05-13 16:46:08.657;SAMRUMUser;2011-05-13 16:46:08.657;0x000000000003D27C
21001;2730;165;1;SAMRUMUser;2011-05-13 16:46:08.657;SAMRUMUser;2011-05-13 16:46:08.657;0x000000000003D27D
21002;2730;166;1;SAMRUMUser;2011-05-13 16:46:08.660;SAMRUMUser;2011-05-13 16:46:08.660;0x000000000003D27E
21003;2730;113;1;SAMRUMUser;2011-05-13 16:46:08.660;SAMRUMUser;2011-05-13 16:46:08.660;0x000000000003D27F
21024;1035;32;1;SAMRUMUser;2011-05-13 16:48:10.087;SAMRUMUser;2011-05-13 16:48:10.087;0x000000000003D297
21025;1035;63;0;SAMRUMUser;2011-05-13 16:48:10.087;SAMRUMUser;2011-05-13 16:48:10.087;0x000000000003D298
21026;1035;64;1;SAMRUMUser;2011-05-13 16:48:10.087;SAMRUMUser;2011-05-13 16:48:10.087;0x000000000003D299
21027;1035;164;1;SAMRUMUser;2011-05-13 16:48:10.090;SAMRUMUser;2011-05-13 16:48:10.090;0x000000000003D29A
21028;1035;173;1;SAMRUMUser;2011-05-13 16:48:10.090;SAMRUMUser;2011-05-13 16:48:10.090;0x000000000003D29B
21029;1035;156;1;SAMRUMUser;2011-05-13 16:48:10.090;SAMRUMUser;2011-05-13 16:48:10.090;0x000000000003D29C
21030;1035;165;1;SAMRUMUser;2011-05-13 16:48:10.093;SAMRUMUser;2011-05-13 16:48:10.093;0x000000000003D29D
21031;1035;166;1;SAMRUMUser;2011-05-13 16:48:10.093;SAMRUMUser;2011-05-13 16:48:10.093;0x000000000003D29E
21032;1035;113;1;SAMRUMUser;2011-05-13 16:48:10.093;SAMRUMUser;2011-05-13 16:48:10.093;0x000000000003D29F
21067;1963;92;1;SAMRUMUser;2011-05-13 16:51:24.280;SAMRUMUser;2011-05-13 16:51:24.280;0x000000000003D2C6
21068;1963;32;1;SAMRUMUser;2011-05-13 16:51:24.280;SAMRUMUser;2011-05-13 16:51:24.280;0x000000000003D2C7
